Time(s),Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular Momentum X (dps),Angular Momentum Y (dps),Angular Momentum Z (dps)
3.930489,0.013428,1.003540,-0.116333,1.174927,-2.761841,-1.529694
3.930646,0.015869,1.005005,-0.114380,-2.738953,1.182556,1.907349
3.931747,0.012573,1.000244,-0.117310,-0.782013,1.556396,-1.148224
3.932301,0.018311,0.994385,-0.115845,-0.392914,0.785828,4.196167
3.933444,0.017334,0.998779,-0.114868,1.956940,-0.789642,-1.148224
3.935044,0.010986,1.000610,-0.118896,1.174927,-1.186371,-1.148224
3.936356,0.008789,1.001343,-0.117065,-2.349854,-0.396729,0.381470
3.936521,0.010986,0.999268,-0.120483,-0.392914,-0.396729,0.381470
3.936668,0.014771,0.995361,-0.118530,1.564026,-0.789642,-1.911163
3.936814,0.013428,0.998901,-0.116943,1.956940,1.575470,1.525879
3.936962,0.008423,0.997925,-0.118774,-2.738953,0.785828,-1.529694
3.937109,0.012573,0.997314,-0.121094,2.738953,-0.396729,0.000000
3.937255,0.011963,1.001831,-0.121094,-1.174927,-1.579285,0.000000
3.937402,0.009399,0.997925,-0.121460,-1.564026,0.000000,-1.148224
3.937692,0.013184,1.003052,-0.117676,-2.738953,-1.186371,2.288818
3.937843,0.015991,1.004150,-0.123047,3.131866,0.785828,-2.674103
3.937990,0.012207,0.998779,-0.115967,-1.956940,-0.396729,1.144409
3.938137,0.014771,1.002686,-0.114014,2.738953,0.392914,-2.292633
3.938284,0.020508,0.999023,-0.116577,-1.174927,0.392914,0.381470
3.938438,0.016846,0.994751,-0.116089,-1.956940,0.000000,0.762939
3.939419,0.017212,0.999634,-0.116089,-3.913879,-1.972198,-2.292633
3.939604,0.016357,0.996460,-0.118530,0.392914,1.182556,0.381470
3.939754,0.015625,0.998047,-0.119507,-1.174927,-1.579285,-0.766754
3.939901,0.013428,1.002563,-0.116943,-0.392914,1.968384,1.144409
3.940048,0.010254,0.994873,-0.115234,0.392914,-0.789642,-1.529694
3.940194,0.013184,0.993164,-0.115601,1.956940,-1.186371,-1.529694
3.940484,0.008179,0.999023,-0.111084,-1.174927,-0.396729,-0.385284
3.940635,0.011963,1.003540,-0.115845,1.956940,-2.368927,-1.911163
3.940915,0.013916,1.003540,-0.111816,2.349854,-1.579285,-1.911163
3.941076,0.015991,0.998413,-0.117554,0.000000,0.000000,1.525879
3.941236,0.004028,0.993286,-0.116211,-0.782013,-0.789642,-3.437042
3.941366,0.009033,0.990601,-0.113770,-1.174927,2.758026,2.288818
3.941517,0.012085,0.992188,-0.114258,3.520966,-3.154755,-2.674103
3.941664,0.011475,0.996704,-0.119263,-1.956940,-0.789642,0.762939
3.941810,0.017090,0.998535,-0.116211,-1.564026,1.968384,0.000000
3.941957,0.016968,1.000977,-0.118774,3.520966,-1.972198,-0.766754
3.942128,0.015381,1.001953,-0.120728,-3.913879,1.968384,1.907349
3.942252,0.011475,1.002930,-0.113770,0.392914,0.392914,-3.437042
3.942399,0.012573,1.002563,-0.116089,0.392914,-3.154755,0.000000
3.942547,0.012695,1.002075,-0.119507,0.392914,2.758026,0.000000
3.942692,0.012939,0.999023,-0.119019,1.956940,-2.368927,-1.148224
3.942839,0.012817,0.997925,-0.117188,-2.738953,1.575470,1.525879
3.942992,0.016113,0.998047,-0.114136,0.392914,-2.368927,0.000000
3.944224,0.010864,1.003662,-0.116943,-0.782013,2.758026,0.762939
3.944305,0.010864,1.002197,-0.119507,0.782013,-1.579285,-1.911163
3.944451,0.010986,0.999390,-0.119629,-0.782013,1.968384,0.000000
3.944603,0.012695,0.994629,-0.119629,1.174927,-2.761841,-1.148224
3.944748,0.014771,0.992554,-0.118530,1.174927,1.182556,-0.766754
3.944899,0.010986,0.998047,-0.114502,-1.956940,-0.789642,-0.766754
3.945039,0.015625,1.001465,-0.119263,0.000000,0.785828,0.762939
3.945191,0.004883,0.999634,-0.120117,1.956940,-2.368927,-1.911163
3.945337,0.005737,0.997681,-0.117676,-2.738953,3.150940,1.144409
3.945487,0.014404,0.997070,-0.118530,1.564026,-1.972198,-1.148224
3.945631,0.015259,0.997070,-0.120483,0.782013,-0.396729,-0.385284
3.945901,0.017578,1.003296,-0.115601,-0.782013,-2.368927,-1.148224
3.946071,0.011475,1.000122,-0.114136,1.174927,1.575470,0.762939
3.946220,0.010498,0.996704,-0.116943,-0.392914,-1.972198,-1.529694
3.946366,0.019653,0.999756,-0.116211,0.000000,0.392914,-1.148224
3.946514,0.019287,1.005371,-0.118042,-0.782013,0.785828,1.525879
3.946667,0.012573,0.999268,-0.122559,1.174927,-0.396729,-0.385284
3.946812,0.015015,0.995483,-0.119019,0.782013,-0.789642,-3.055573
3.946954,0.017944,0.995728,-0.116455,-2.349854,1.968384,3.433228
3.947101,0.011353,0.997925,-0.117920,2.738953,-2.368927,-3.818512
3.947248,0.013428,0.999390,-0.117188,-1.564026,0.392914,1.525879
3.947395,0.015137,0.993774,-0.112671,-0.782013,-0.396729,-0.385284
3.947542,0.015015,0.996094,-0.112305,1.564026,-0.789642,-0.385284
3.947959,0.010864,1.000732,-0.115112,0.000000,0.785828,0.000000
3.948126,0.012085,0.998291,-0.111206,0.000000,-2.368927,-1.911163
3.948272,0.015015,0.995483,-0.110840,-0.782013,2.365112,1.144409
3.948419,0.014771,0.994629,-0.114868,-1.564026,-0.789642,-0.385284
3.948592,0.014893,0.996338,-0.118530,3.131866,-1.579285,-2.674103
3.948720,0.017334,0.998413,-0.117310,-1.564026,0.000000,1.525879
3.948864,0.022949,0.998901,-0.114014,0.000000,1.575470,-0.766754
3.949012,0.015747,1.001831,-0.115234,0.000000,-1.579285,0.381470
3.949158,0.012451,1.001953,-0.116699,1.956940,0.392914,-3.055573
3.949305,0.016724,1.001953,-0.118530,-2.738953,0.392914,1.525879
3.949480,0.012207,1.003052,-0.118042,0.000000,0.392914,0.381470
3.949600,0.013306,0.997192,-0.114746,1.956940,-0.789642,-1.911163
3.949746,0.012329,0.998169,-0.116943,-1.564026,0.785828,0.381470
3.949893,0.013184,1.000122,-0.113037,1.564026,-1.972198,-0.766754
3.950040,0.008545,1.000244,-0.112427,0.392914,-0.789642,0.381470
3.950187,0.006836,0.996704,-0.116211,-1.956940,0.785828,-1.148224
3.950362,0.016724,0.989868,-0.115479,0.782013,1.182556,-0.385284
3.950481,0.017090,0.995483,-0.116943,0.392914,-1.972198,-0.766754
3.950627,0.017090,1.001587,-0.118774,-2.349854,1.968384,1.525879
3.950774,0.010742,0.992798,-0.121826,2.349854,-2.761841,-3.055573
3.950921,0.010132,0.998413,-0.120361,-1.564026,0.785828,1.525879
3.951072,0.016602,0.999878,-0.119019,1.564026,0.000000,-0.766754
3.951442,0.011108,0.997314,-0.123413,-1.174927,0.785828,0.762939
3.951649,0.014160,1.000000,-0.122803,-1.956940,1.575470,-0.385284
3.951798,0.022949,1.001099,-0.121460,1.174927,-0.789642,-0.385284
3.951952,0.015991,0.997681,-0.121704,0.782013,-0.789642,-1.148224
3.952098,0.004883,1.000000,-0.122681,0.000000,-0.396729,0.762939
3.952244,0.019287,1.003174,-0.119751,-1.174927,0.392914,0.381470
3.952391,0.019409,0.999878,-0.119385,2.349854,-2.761841,-4.199982
3.952538,0.014282,1.003540,-0.118408,-4.306793,0.785828,3.814697
3.952706,0.010254,1.004272,-0.116699,4.695892,1.182556,-2.292633
3.952832,0.013428,0.999756,-0.115356,-3.520966,-0.396729,0.762939
3.952979,0.009399,0.996582,-0.113159,0.782013,0.785828,-0.766754
3.953126,0.010620,0.994507,-0.118408,1.174927,-3.154755,-2.292633
3.953272,0.026001,0.994629,-0.121216,-1.174927,1.182556,1.907349
3.953420,0.015991,0.999878,-0.122070,1.174927,-1.186371,0.000000
3.953566,0.012695,0.994263,-0.119995,-0.782013,0.785828,-2.292633
3.953714,0.014893,0.998413,-0.117798,-0.782013,-0.396729,-0.385284
3.953860,0.016968,0.998169,-0.117310,0.000000,1.182556,0.381470
3.954007,0.010010,0.996582,-0.116089,0.392914,-2.368927,-1.148224
3.954154,0.012207,0.998779,-0.115234,0.392914,2.758026,0.381470
3.954301,0.012817,0.999390,-0.115601,0.782013,-3.551483,-2.292633
3.954467,0.009766,0.999512,-0.120728,-1.564026,1.575470,1.907349
3.954595,0.008667,0.998047,-0.117676,0.392914,-1.186371,-1.529694
3.954742,0.012695,0.998413,-0.119507,0.000000,0.785828,-0.385284
3.954889,0.012207,0.994995,-0.121460,-0.392914,1.182556,-0.385284
3.955036,0.013184,1.000122,-0.117432,1.174927,-1.579285,0.762939
3.955183,0.015259,1.000122,-0.120117,-1.174927,0.000000,-0.385284
3.955330,0.013916,1.001709,-0.118042,0.000000,0.392914,-1.529694
3.955477,0.016357,0.997803,-0.118286,0.000000,-0.396729,0.762939
3.955624,0.012329,0.989380,-0.118896,0.000000,-1.579285,-1.148224
3.955771,0.010010,0.992798,-0.118286,1.564026,-0.396729,-0.766754
3.955918,0.015259,1.000977,-0.121094,-1.956940,0.000000,-0.766754
3.956065,0.018066,0.993286,-0.115845,1.174927,0.392914,0.381470
3.956211,0.020020,0.990356,-0.114746,0.392914,0.785828,0.000000
3.956359,0.017822,0.997681,-0.119751,-1.174927,-0.396729,-0.385284
3.956505,0.008301,0.995239,-0.116333,0.392914,-0.396729,0.000000
3.956652,0.008057,0.992554,-0.113770,0.392914,-1.186371,-1.529694
3.956799,0.006958,0.995239,-0.113525,-2.349854,-0.789642,0.000000
3.956946,0.010620,0.997437,-0.117554,1.956940,0.785828,-0.385284
3.957093,0.017822,0.994019,-0.118042,0.000000,-1.972198,-1.148224
3.957240,0.015503,0.991699,-0.115356,-0.392914,2.365112,-0.385284
3.957387,0.017822,0.993774,-0.116943,0.000000,0.000000,0.000000
3.957534,0.020264,0.995972,-0.118408,-0.392914,-0.789642,0.381470
3.957681,0.016602,0.996826,-0.113525,1.174927,0.000000,-1.911163
3.957828,0.018677,0.997803,-0.115112,-1.174927,-2.368927,-0.385284
3.957975,0.015991,0.995239,-0.117065,-0.782013,2.758026,2.670288
3.958122,0.013672,0.995117,-0.111938,1.564026,-2.761841,-3.055573
3.958349,0.007812,0.995117,-0.116211,-0.392914,-1.186371,-1.148224
3.958561,0.010376,0.994263,-0.113037,-0.392914,0.785828,-0.385284
3.958710,0.010498,0.996460,-0.119873,1.174927,0.785828,0.000000
3.958856,0.011108,0.999756,-0.120483,-0.392914,-2.368927,0.000000
3.959003,0.012939,0.996826,-0.117065,-0.392914,0.785828,-1.911163
3.959150,0.015747,0.995117,-0.116577,-1.174927,-1.579285,1.525879
3.959297,0.014404,0.997925,-0.118896,1.956940,0.785828,-1.529694
3.959444,0.015747,0.998047,-0.119995,-0.782013,-0.789642,0.762939
3.959592,0.010498,0.995483,-0.117432,1.174927,0.000000,-3.055573
3.959738,0.010254,0.986816,-0.115723,-1.174927,1.968384,0.762939
3.959884,0.019409,0.992554,-0.116455,-0.392914,-1.579285,0.381470
3.960032,0.017944,1.004272,-0.116455,1.956940,-1.579285,0.000000
3.960179,0.017822,1.002808,-0.117188,-1.564026,0.392914,-1.529694
3.960326,0.006470,1.000488,-0.121460,-0.782013,-0.396729,0.000000
3.960473,0.005005,0.995850,-0.118408,3.131866,0.392914,-0.385284
3.960620,0.015381,0.995117,-0.117065,-1.956940,-0.789642,-1.148224
3.960767,0.013672,0.997925,-0.115479,1.564026,1.968384,0.762939
3.960914,0.011108,0.988403,-0.116943,-2.738953,-2.368927,-1.529694
3.961061,0.008423,0.992188,-0.118042,3.520966,0.392914,0.000000
3.961208,0.011108,0.998413,-0.119629,-1.564026,0.392914,-0.385284
3.961355,0.014038,0.989502,-0.121094,-1.174927,0.000000,-0.766754
3.961502,0.019775,0.995972,-0.118286,1.564026,0.392914,0.381470
3.961649,0.021729,1.002808,-0.117798,-0.392914,-2.761841,-0.385284
3.961796,0.012451,0.997559,-0.114136,0.000000,1.968384,0.000000
3.961943,0.012939,0.993652,-0.115112,0.782013,-0.396729,-1.529694
3.962090,0.016479,0.995361,-0.118896,-0.782013,-0.789642,1.907349
3.962236,0.020508,1.000610,-0.119995,0.392914,-0.789642,-3.055573
3.962384,0.017578,1.004517,-0.119141,0.782013,1.182556,1.525879
3.962531,0.011230,1.002441,-0.115356,-1.956940,-0.789642,-1.529694
3.962677,0.011719,0.997070,-0.114624,1.956940,-0.789642,0.000000
3.962824,0.010254,0.994995,-0.119141,0.000000,-0.789642,-1.529694
3.962971,0.015503,0.996948,-0.118774,-0.782013,1.182556,0.762939
3.963118,0.024780,0.995239,-0.117920,1.956940,0.000000,-0.766754
3.963265,0.021240,0.998535,-0.117554,-2.738953,-0.396729,-0.766754
3.963412,0.016968,0.997314,-0.116333,1.956940,0.785828,1.525879
3.963559,0.018555,0.992310,-0.116211,-1.564026,-0.789642,-1.529694
3.963706,0.021729,0.993164,-0.117310,-0.782013,-1.972198,-2.292633
3.963853,0.020996,0.996216,-0.114380,2.738953,1.575470,1.144409
3.964000,0.015625,1.001953,-0.116089,-0.782013,-0.789642,-0.766754
3.964147,0.015625,0.994385,-0.122314,-0.782013,0.785828,0.000000
3.964293,0.016602,0.990967,-0.120850,2.738953,-1.186371,-1.148224
3.964440,0.009399,0.992432,-0.119141,-1.956940,0.392914,0.000000
3.964588,0.007202,0.994873,-0.119629,-0.782013,0.000000,-0.766754
3.964734,0.012329,0.999756,-0.116821,-1.564026,0.392914,1.525879
3.964881,0.010986,0.997803,-0.116699,1.956940,-1.579285,-1.911163
3.965028,0.009277,0.996338,-0.118164,0.000000,-0.396729,-1.148224
3.965218,0.010376,1.003418,-0.118530,1.564026,0.000000,0.000000
3.965317,0.010498,1.002563,-0.116943,-1.564026,1.182556,0.762939
3.965469,0.011108,1.001709,-0.117676,-0.782013,0.785828,-0.766754
3.965616,0.012695,1.007080,-0.119873,0.782013,-3.551483,-0.766754
3.965763,0.011597,1.003052,-0.120605,1.564026,0.785828,-1.529694
3.965910,0.014893,1.003296,-0.120972,-3.520966,0.392914,2.288818
3.966057,0.015137,1.003418,-0.115112,2.738953,-1.186371,-3.055573
3.966204,0.013306,0.998413,-0.114014,0.000000,0.785828,-0.385284
3.966351,0.013428,0.994751,-0.117676,0.392914,-1.186371,-0.766754
3.966498,0.008423,0.998535,-0.116577,0.000000,0.392914,1.144409
3.966645,0.015747,0.999512,-0.117554,0.000000,1.968384,0.381470
3.966792,0.020020,0.996582,-0.118774,-0.782013,-3.551483,-2.292633
3.966939,0.012085,0.995117,-0.115356,0.782013,0.785828,0.381470
3.967086,0.011597,0.998657,-0.119141,-0.392914,0.392914,0.762939
3.967230,0.010376,1.000488,-0.120850,-0.392914,-1.579285,-1.911163
3.967379,0.016235,0.998657,-0.119751,1.956940,0.392914,-0.385284
3.967526,0.016235,0.992432,-0.120361,-0.782013,0.000000,0.000000
3.967673,0.014160,0.990356,-0.117554,1.564026,-0.789642,-1.911163
3.967820,0.020142,0.996948,-0.121338,-2.738953,2.758026,1.525879
3.967967,0.015259,0.999146,-0.117798,1.564026,-2.368927,-0.766754
3.968114,0.009155,1.003174,-0.113525,-0.392914,0.785828,-1.911163
3.968261,0.016479,1.002075,-0.115479,-1.956940,0.000000,2.670288
3.968408,0.019653,1.000488,-0.111938,0.782013,-2.761841,-1.911163
3.968555,0.012939,0.998047,-0.114014,1.174927,2.758026,-3.055573
3.968702,0.011963,0.994141,-0.115479,0.000000,-1.972198,2.670288
3.968849,0.010864,0.998779,-0.115479,0.000000,0.000000,-1.911163
3.968996,0.020508,1.002930,-0.117676,-1.564026,2.365112,1.144409
3.969143,0.021362,1.004883,-0.118774,1.174927,-1.579285,0.000000
3.969290,0.014404,1.003418,-0.121094,-0.782013,-1.579285,-2.292633
3.969437,0.015503,1.001343,-0.116089,0.782013,0.000000,1.525879
3.969584,0.014893,0.996582,-0.116699,-0.782013,1.575470,-2.292633
3.969731,0.010254,0.995850,-0.119873,0.782013,-1.972198,2.670288
3.969878,0.012451,0.998291,-0.116333,1.956940,-1.186371,-3.055573
3.970024,0.015625,0.996094,-0.117310,-3.131866,1.575470,0.381470
3.970172,0.015503,0.996094,-0.121460,1.564026,-0.396729,-0.385284
3.970319,0.017700,0.998169,-0.117676,-2.738953,0.392914,0.381470
3.970466,0.014526,0.997192,-0.110962,1.956940,0.392914,-2.292633
3.970612,0.017578,0.995850,-0.118042,0.000000,-1.186371,0.381470
3.970759,0.021118,0.996460,-0.120361,-0.782013,-1.186371,-0.385284
3.970906,0.004883,0.998657,-0.117554,1.564026,2.365112,0.000000
3.971053,0.011475,0.994507,-0.114990,0.000000,-3.154755,-2.292633
3.971200,0.013428,0.999390,-0.116821,-0.782013,1.575470,1.525879
3.971427,0.014404,1.005493,-0.116821,0.782013,-2.368927,-2.674103
3.971648,0.007324,0.997925,-0.114624,-1.956940,2.365112,0.381470
3.971790,0.010254,1.003052,-0.116943,0.000000,-0.789642,-1.529694
3.971935,0.017578,0.999878,-0.118042,1.174927,-0.789642,-0.385284
3.972082,0.020630,0.992188,-0.117554,0.392914,-1.186371,-0.385284
3.972229,0.012573,0.999756,-0.114258,-0.389099,2.758026,1.525879
3.972376,0.016357,0.999268,-0.112183,0.000000,-2.368927,-2.292633
3.972523,0.010254,0.997070,-0.114502,0.392914,0.392914,-0.385284
3.972669,0.012451,0.999146,-0.117310,-1.174927,0.785828,2.288818
3.972823,0.020142,0.998169,-0.120361,0.392914,-1.186371,-1.911163
3.972964,0.016602,0.999023,-0.120728,1.174927,-1.186371,-2.674103
3.973110,0.013062,0.997559,-0.118408,0.000000,0.000000,1.907349
3.973258,0.016479,1.004272,-0.119141,-0.782013,1.182556,1.144409
3.973404,0.010864,1.006714,-0.118042,-0.389099,-1.579285,-2.674103
3.973551,0.010742,0.998657,-0.114746,-0.389099,1.968384,0.762939
3.973698,0.011353,0.997559,-0.115845,1.567841,-1.186371,-0.385284
3.973845,0.006104,1.000000,-0.115967,0.782013,-1.579285,-1.529694
3.973992,0.007935,0.998169,-0.119507,-1.956940,0.785828,2.288818
3.974139,0.013672,1.000854,-0.121460,-0.782013,0.392914,-1.911163
3.974286,0.013550,1.001343,-0.115234,1.174927,-1.186371,-0.766754
3.974432,0.013672,1.001465,-0.114624,0.782013,-0.396729,-1.529694
3.974580,0.008667,1.000366,-0.115234,-1.956940,-0.396729,1.144409
3.974727,0.008545,0.999023,-0.113892,1.567841,1.575470,-0.385284
3.974874,0.013184,0.998657,-0.118042,0.000000,-1.579285,-1.529694
3.975021,0.015991,0.994507,-0.122070,0.392914,0.392914,0.762939
3.975168,0.017822,0.997192,-0.122437,-1.956940,1.182556,-0.385284
3.975315,0.013794,1.000122,-0.118042,1.174927,-2.761841,-2.292633
3.975462,0.016113,1.000977,-0.115479,-0.782013,0.392914,2.288818
3.975609,0.016357,0.998047,-0.114502,1.174927,-1.579285,-2.674103
3.975755,0.015259,1.000488,-0.112793,0.392914,0.785828,-0.385284
3.975902,0.016479,1.006104,-0.113159,-1.174927,1.575470,0.762939
3.976049,0.016235,0.998535,-0.114746,-1.564026,-0.789642,-0.766754
3.976196,0.012451,0.992188,-0.120117,3.913879,-1.186371,-2.292633
3.976343,0.013916,0.994385,-0.120483,-4.302979,1.968384,2.288818
3.976490,0.017456,0.999634,-0.117554,3.131866,-2.761841,-2.292633
3.976637,0.011108,1.002930,-0.116821,-1.564026,1.182556,0.381470
3.976784,0.015259,1.007812,-0.118164,1.174927,-1.579285,0.000000
3.976931,0.017456,1.008057,-0.116821,0.392914,1.182556,-0.385284
3.977083,0.015015,1.003052,-0.119873,-1.174927,-0.789642,-1.148224
3.977225,0.012329,0.999756,-0.118774,0.782013,1.182556,0.000000
3.977383,0.015015,0.996216,-0.117554,-1.564026,-0.789642,0.000000
3.977522,0.015503,1.000977,-0.112793,3.131866,-1.579285,-1.911163
3.977666,0.014282,1.002563,-0.114990,-1.564026,1.182556,0.762939
3.977813,0.015503,0.996948,-0.120972,-0.782013,-1.186371,-1.529694
3.977960,0.010254,0.995361,-0.117188,0.392914,-1.579285,3.051758
3.978107,0.013428,1.002075,-0.118408,-0.389099,2.365112,-3.055573
3.978254,0.012207,0.996460,-0.118164,0.392914,-1.186371,-1.148224
3.978401,0.010010,0.993164,-0.121094,1.174927,-1.579285,0.000000
3.978548,0.014648,1.000977,-0.123291,-0.389099,0.785828,-0.385284
3.978694,0.022339,0.996948,-0.120483,-2.346039,2.365112,0.762939
3.978842,0.017700,1.001831,-0.117554,1.567841,-2.761841,-1.529694
3.978989,0.010376,1.007568,-0.117432,0.782013,-1.972198,-2.292633
3.979135,0.009521,1.001709,-0.118164,-1.956940,2.758026,3.051758
3.979282,0.009888,1.000000,-0.117554,2.349854,-1.579285,-1.911163
3.979429,0.018188,1.002808,-0.117798,-1.956940,0.785828,-0.766754
3.979576,0.015381,1.003296,-0.117676,0.782013,-0.789642,0.381470
3.979723,0.016113,0.997803,-0.115234,0.392914,0.785828,-1.911163
3.979870,0.017456,0.998169,-0.118164,-1.174927,-0.789642,0.381470
3.980017,0.014404,1.001831,-0.118164,0.782013,-1.186371,-1.148224
3.980164,0.012329,0.993774,-0.118164,-1.956940,1.968384,1.525879
3.980311,0.011475,0.994019,-0.116821,1.567841,-3.154755,-1.529694
3.980458,0.010742,0.997681,-0.115601,0.392914,0.392914,-1.911163
3.980605,0.010010,1.000977,-0.116821,0.000000,1.575470,1.907349
3.980752,0.014160,0.997681,-0.117310,-0.782013,-0.396729,-0.766754
3.980896,0.015503,1.000366,-0.119629,-0.389099,1.182556,-0.385284
3.981045,0.014893,1.000122,-0.119629,-0.782013,-1.972198,-0.766754
3.981193,0.011719,0.993896,-0.116821,1.956940,-0.789642,-2.292633
3.981339,0.012451,0.993896,-0.117432,-2.738953,-0.789642,3.051758
3.981487,0.013428,0.996704,-0.113892,0.782013,0.785828,-3.055573
3.981633,0.017212,1.003540,-0.113159,0.392914,0.000000,0.381470
3.981780,0.016235,0.997559,-0.120483,0.392914,0.392914,-1.148224
3.981927,0.013916,0.994751,-0.117798,1.174927,-0.396729,-0.385284
3.982074,0.013916,0.993530,-0.115234,-3.131866,0.785828,0.762939
3.982221,0.010742,0.996582,-0.117432,3.131866,-3.944397,-2.674103
3.982368,0.011475,0.996094,-0.118164,-1.956940,1.968384,1.144409
3.982517,0.014282,0.997803,-0.117188,0.000000,-0.789642,-0.385284
3.982663,0.015503,1.000610,-0.118042,0.000000,0.785828,-1.529694
3.982809,0.019531,0.997559,-0.114380,1.956940,-0.789642,0.381470
3.982956,0.021973,0.997559,-0.111084,-2.738953,1.182556,0.762939
3.983109,0.012329,0.998535,-0.114380,1.567841,-1.186371,-1.911163
3.983251,0.011841,1.002319,-0.118042,0.000000,-0.396729,0.000000
3.983397,0.010864,1.000977,-0.118164,0.392914,0.785828,-0.766754
3.983544,0.014160,0.997070,-0.118530,-1.956940,-2.761841,0.762939
3.983691,0.018311,0.997803,-0.123047,-0.389099,-1.186371,-1.529694
3.983844,0.008545,1.000977,-0.118042,1.567841,2.365112,0.000000
3.983985,0.006836,0.991333,-0.112671,-1.174927,2.365112,1.144409
3.984132,0.012085,0.988770,-0.117554,1.567841,-2.761841,-3.437042
3.984279,0.015991,0.995483,-0.119873,-1.564026,0.785828,1.525879
3.984426,0.017456,0.995117,-0.117065,0.782013,-1.972198,-1.148224
3.984573,0.023560,0.996460,-0.113770,0.392914,-0.396729,-1.148224
3.984720,0.019287,0.995850,-0.115234,0.392914,-1.186371,-0.385284
3.984867,0.016479,1.000732,-0.117310,-3.131866,3.940582,1.525879
3.985014,0.012085,1.002075,-0.116455,2.349854,-2.761841,-2.292633
3.985161,0.010864,0.998291,-0.117554,0.392914,0.392914,-0.766754
3.985307,0.018799,1.000488,-0.119507,-1.564026,1.575470,0.381470
3.985454,0.018677,1.005005,-0.119019,4.306793,-2.368927,-2.292633
3.985602,0.015259,0.999023,-0.117432,-4.695892,-0.396729,0.762939
3.985748,0.017212,0.991943,-0.117188,2.738953,0.392914,-1.529694
3.985895,0.016602,0.995239,-0.118286,-1.956940,-1.186371,0.762939
3.986042,0.016602,0.997437,-0.120605,0.782013,1.182556,-0.385284
3.986189,0.020874,0.997192,-0.123047,0.000000,0.000000,-0.766754
3.986336,0.017822,0.999512,-0.119141,0.782013,0.000000,0.381470
3.986483,0.015381,0.999146,-0.118164,-0.389099,0.000000,-1.148224
3.986630,0.011475,0.994629,-0.117554,-0.389099,0.392914,0.381470
3.986777,0.014282,1.000977,-0.114258,0.000000,-0.789642,-0.385284
3.986924,0.014404,1.002197,-0.118896,-1.564026,-0.789642,-1.148224
3.987071,0.009766,0.994019,-0.117798,1.956940,-1.186371,1.144409
3.987215,0.010132,0.997437,-0.119141,-1.956940,1.182556,-1.911163
3.987365,0.008789,1.003174,-0.116699,2.349854,1.182556,0.381470
3.987512,0.010864,1.005127,-0.114624,-0.782013,-1.579285,-0.766754
3.987659,0.018799,1.002197,-0.118042,0.000000,1.575470,-0.385284
3.987806,0.019043,0.997559,-0.120728,0.000000,-1.579285,-0.766754
3.987952,0.014404,0.996826,-0.118408,-0.389099,0.000000,0.762939
3.988099,0.016602,0.994263,-0.112427,-0.782013,-1.579285,-2.292633
3.988247,0.015869,0.995117,-0.113770,0.782013,0.785828,0.762939
3.988393,0.011963,1.002930,-0.117310,0.000000,-1.186371,-1.529694
3.988540,0.012695,1.002441,-0.117432,0.000000,1.182556,0.000000
3.988687,0.017578,0.995972,-0.116455,-0.389099,1.575470,1.525879
3.988834,0.017090,1.001831,-0.118652,0.782013,-1.579285,-1.529694
3.988981,0.013550,1.002197,-0.117920,-0.782013,0.000000,-1.148224
3.989128,0.014526,0.998169,-0.115479,0.000000,-0.789642,-0.385284
3.989275,0.010010,0.998657,-0.112061,0.000000,-0.396729,0.000000
3.989422,0.013916,1.001953,-0.115356,-0.782013,0.785828,1.144409
3.989569,0.011719,0.999756,-0.116943,1.174927,-1.579285,-2.292633
3.989716,0.005005,0.996948,-0.110962,-0.782013,1.968384,0.381470
3.989863,0.012695,1.002075,-0.112305,2.349854,-2.368927,-0.385284
3.990010,0.011841,1.000366,-0.118652,-2.738953,1.968384,0.381470
3.990157,0.014771,1.001221,-0.118530,0.392914,-1.972198,-1.148224
3.990304,0.010254,0.999023,-0.120850,-1.174927,0.785828,0.381470
3.990455,0.014893,0.993286,-0.115479,0.392914,-0.789642,-1.148224
3.990598,0.014038,1.000977,-0.111328,0.392914,-1.579285,0.000000
3.990745,0.016968,1.004028,-0.112915,0.000000,1.182556,-0.766754
3.990892,0.020630,0.998413,-0.116333,0.000000,2.365112,-0.766754
3.991039,0.014038,0.995361,-0.116821,0.000000,-2.761841,0.762939
3.991185,0.022827,1.003906,-0.114502,-0.392914,2.365112,-1.529694
3.991332,0.017578,1.003784,-0.119873,0.000000,-3.154755,0.762939
3.991479,0.010132,0.995850,-0.116333,-1.564026,0.000000,-1.148224
3.991626,0.015015,1.001221,-0.114502,2.738953,0.000000,-1.529694
3.991773,0.017944,0.996094,-0.114990,-1.956940,-0.396729,1.525879
3.991920,0.007324,0.999268,-0.117920,1.174927,0.785828,-1.529694
3.992067,0.011353,1.002686,-0.120728,-0.782013,0.000000,0.381470
3.992214,0.019287,0.998291,-0.120850,2.349854,-0.789642,-1.529694
3.992361,0.019165,0.994385,-0.119141,-2.349854,0.000000,1.907349
3.992508,0.013306,0.998291,-0.121704,0.000000,0.392914,-3.818512
3.992655,0.010376,1.002441,-0.124023,0.392914,-1.579285,2.670288
3.992802,0.011597,0.998413,-0.120483,1.564026,-1.186371,-3.818512
3.992949,0.006348,1.003540,-0.117554,-3.131866,0.392914,1.525879
3.993096,0.011353,0.997925,-0.116089,0.782013,1.968384,0.762939
3.993240,0.011719,0.996704,-0.117432,0.392914,-1.186371,-1.148224
