Time(s),Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular Momentum X (dps),Angular Momentum Y (dps),Angular Momentum Z (dps)
0.390519,0.014526,0.996216,-0.118652,-0.392914,2.758026,1.525879
0.390665,0.012207,0.994507,-0.113770,0.782013,-2.368927,-3.437042
0.390813,0.016113,0.992188,-0.117065,0.000000,0.000000,-0.385284
0.390963,0.013916,0.997925,-0.119751,-0.392914,2.365112,1.907349
0.391106,0.011475,0.996948,-0.117432,0.392914,-1.579285,-1.529694
0.391253,0.010498,0.994629,-0.118530,0.782013,-0.396729,0.381470
0.391401,0.010498,0.997803,-0.120850,0.000000,1.182556,-1.148224
0.391548,0.014038,0.999146,-0.120117,-1.174927,-0.789642,0.381470
0.391695,0.015137,0.996826,-0.119141,-0.392914,-1.186371,-1.529694
0.391842,0.009033,0.996460,-0.120239,1.174927,-1.186371,0.762939
0.391988,0.009399,1.000488,-0.120117,-1.174927,1.575470,-0.385284
0.392135,0.016235,1.001099,-0.115967,1.956940,0.000000,-1.148224
0.392282,0.018066,0.994141,-0.113892,0.000000,0.000000,0.381470
0.392429,0.018311,0.991699,-0.113037,0.782013,-1.186371,-1.148224
0.392576,0.013672,0.996338,-0.116577,-1.174927,1.575470,-0.766754
0.392723,0.013672,0.998779,-0.117432,-0.782013,-0.789642,2.288818
0.392870,0.016846,0.994141,-0.114624,0.782013,-1.972198,-3.818512
0.393017,0.016724,0.992798,-0.117798,-0.782013,1.182556,0.762939
0.393164,0.010498,0.997559,-0.118408,-1.174927,1.182556,0.381470
0.393310,0.013062,0.996338,-0.119873,2.738953,-1.579285,-0.766754
0.393458,0.014893,0.997070,-0.122437,-0.392914,0.000000,-1.148224
0.393605,0.013428,0.993530,-0.119751,-1.174927,0.785828,1.525879
0.393751,0.015869,0.995483,-0.115356,0.782013,-0.789642,-1.529694
0.393899,0.018188,0.996338,-0.113525,0.000000,0.785828,-0.385284
0.394046,0.020020,0.999512,-0.119263,0.782013,-2.368927,-1.148224
0.394193,0.015381,0.999390,-0.119385,-1.564026,2.365112,0.381470
0.394339,0.014404,0.993164,-0.117676,0.782013,-2.761841,-2.674103
0.394486,0.020386,0.998535,-0.119141,0.782013,0.392914,1.525879
0.394633,0.014771,1.000122,-0.120605,0.392914,0.392914,-0.385284
0.394780,0.007568,0.998413,-0.115356,-0.392914,0.785828,-0.766754
0.394928,0.009766,1.000000,-0.113159,-1.564026,-0.789642,0.762939
0.395074,0.012573,0.998169,-0.118652,1.564026,-0.789642,-1.148224
0.395221,0.015137,1.000488,-0.122192,-0.782013,0.392914,-1.148224
0.395368,0.011475,1.000366,-0.122314,1.174927,-2.368927,0.762939
0.395515,0.010742,0.995850,-0.115601,-0.782013,2.758026,-1.148224
0.395662,0.011719,0.999023,-0.115967,0.392914,-0.789642,-0.766754
0.395809,0.011597,0.999268,-0.119141,1.174927,-0.789642,-0.385284
0.395956,0.013428,1.003784,-0.116577,-0.782013,-0.396729,-0.385284
0.396102,0.008789,1.000000,-0.114014,-1.956940,0.000000,1.144409
0.396249,0.011963,0.993286,-0.117310,1.956940,0.000000,-2.674103
0.396396,0.015381,0.999146,-0.119995,-0.782013,0.392914,0.381470
0.396544,0.009277,0.998169,-0.116333,0.392914,-1.186371,1.144409
0.396691,0.010376,1.000854,-0.115601,1.956940,0.000000,-2.674103
0.396837,0.011597,1.004150,-0.117310,-3.131866,1.182556,1.144409
0.396985,0.016724,0.995117,-0.117188,0.782013,-0.396729,-2.674103
0.397131,0.009644,0.995605,-0.116211,1.174927,-1.186371,1.907349
0.397279,0.015137,1.000854,-0.115967,1.564026,0.392914,-1.529694
0.397425,0.015381,0.994873,-0.118896,-2.349854,-1.186371,-1.148224
0.397573,0.016113,0.999146,-0.116089,0.782013,-0.396729,0.762939
0.397720,0.020996,1.000244,-0.115234,-1.564026,1.182556,-1.148224
0.397866,0.021606,0.993408,-0.117065,0.782013,0.785828,0.381470
0.398013,0.018555,0.995605,-0.119751,0.000000,-1.186371,-0.766754
0.398160,0.013916,0.991943,-0.118530,1.174927,-0.789642,-0.766754
0.398307,0.022095,0.995483,-0.115967,-0.782013,0.785828,-0.766754
0.398454,0.015015,1.001587,-0.118896,0.782013,0.000000,0.381470
0.398601,0.013428,1.006958,-0.120361,-0.392914,-0.396729,-3.055573
0.398748,0.017334,1.005615,-0.121826,0.000000,-0.396729,1.907349
0.398895,0.012939,0.995239,-0.119385,-2.349854,0.392914,0.000000
0.399042,0.006226,0.995850,-0.119141,3.131866,-1.579285,-0.385284
0.399189,0.007568,0.999756,-0.114990,-1.956940,1.575470,-0.766754
0.399336,0.007202,0.999634,-0.114380,1.956940,-0.789642,-1.529694
0.399482,0.011230,0.996948,-0.117798,-0.392914,-1.186371,0.762939
0.399630,0.010376,1.000977,-0.118286,-1.956940,0.000000,-1.148224
0.399777,0.014404,0.997314,-0.119141,1.564026,-0.396729,0.000000
0.399924,0.020020,0.994873,-0.118408,0.000000,1.575470,-0.766754
0.400071,0.018433,0.997070,-0.113159,-0.782013,-3.944397,-0.385284
0.400217,0.013916,0.995972,-0.115601,0.000000,2.758026,-0.766754
0.400365,0.010742,0.999634,-0.119019,0.000000,-0.396729,0.762939
0.400511,0.013306,1.001831,-0.118164,1.174927,0.392914,-0.385284
0.400658,0.016235,1.003662,-0.117188,-1.956940,-1.579285,-1.529694
0.400806,0.014526,1.003174,-0.116577,2.738953,-0.789642,-0.766754
0.400952,0.010742,0.995361,-0.116821,-1.956940,1.575470,0.381470
0.401099,0.011841,0.990845,-0.118408,1.174927,-1.186371,-0.385284
0.401246,0.014526,1.002075,-0.119507,-2.349854,-1.972198,-0.385284
0.401393,0.011841,0.999878,-0.119019,2.349854,3.150940,1.525879
0.401540,0.005615,0.994751,-0.123535,-0.392914,-2.368927,-2.674103
0.401686,0.009521,0.996704,-0.118164,1.174927,1.575470,0.381470
0.401834,0.013306,0.999634,-0.121460,-1.956940,-0.396729,-1.148224
0.401981,0.019409,0.999390,-0.123047,1.174927,-1.972198,0.000000
0.402127,0.014160,0.995239,-0.117798,0.000000,0.000000,-1.148224
0.402275,0.017700,1.001099,-0.120239,0.392914,0.392914,1.144409
0.402423,0.024170,0.994019,-0.120728,-0.392914,0.785828,-1.911163
0.402568,0.014038,0.990356,-0.116699,-0.782013,-1.186371,2.670288
0.402715,0.011475,0.996948,-0.111816,1.564026,0.000000,-3.437042
0.402863,0.014648,1.000854,-0.110107,-1.956940,0.000000,0.000000
0.403009,0.018799,1.006958,-0.112305,0.782013,-0.789642,1.907349
0.403156,0.007324,0.999512,-0.116943,1.564026,-0.789642,-4.199982
0.403304,0.009277,0.994995,-0.116577,-1.956940,0.785828,2.288818
0.403450,0.010254,1.001587,-0.117188,-0.782013,1.182556,-0.385284
0.403597,0.015137,1.001221,-0.118652,1.564026,-0.396729,-1.529694
0.403744,0.020630,0.998657,-0.116821,-0.392914,-1.579285,-0.766754
0.403891,0.016357,0.998779,-0.117065,1.564026,0.000000,-0.385284
0.404038,0.018433,0.999756,-0.117676,-1.564026,1.182556,0.762939
0.404185,0.013184,1.000000,-0.119141,-0.782013,-0.396729,-1.529694
0.404332,0.008545,1.000610,-0.118042,2.738953,-2.761841,-0.766754
0.404479,0.009277,0.997559,-0.117920,-1.564026,0.785828,-0.385284
0.404626,0.014893,1.002197,-0.117310,1.564026,-0.396729,0.762939
0.404772,0.012329,1.003906,-0.118652,-1.564026,1.575470,0.000000
0.404920,0.013550,1.001343,-0.117310,-0.392914,1.575470,-0.766754
0.405067,0.014648,1.001465,-0.115845,1.956940,-2.368927,-1.529694
0.405214,0.010254,0.993286,-0.118164,-0.392914,-0.789642,-0.385284
0.405361,0.016724,0.996338,-0.118530,0.392914,1.968384,0.381470
0.405507,0.016357,0.998291,-0.118408,0.392914,-1.186371,-1.529694
0.405655,0.013794,0.993896,-0.117065,0.000000,-0.789642,-0.766754
0.405801,0.018921,1.000244,-0.114136,-2.738953,0.785828,1.907349
0.405948,0.016846,0.998657,-0.119019,2.738953,-1.972198,-1.529694
0.406095,0.017944,0.993164,-0.119141,-0.392914,0.000000,-1.529694
0.406243,0.015259,0.998535,-0.119141,-0.782013,1.968384,0.381470
0.406390,0.012573,1.002319,-0.122681,-0.392914,-2.761841,1.144409
0.406536,0.012085,0.998169,-0.119263,2.738953,1.968384,-3.055573
0.406683,0.010132,1.000122,-0.115967,-1.564026,-1.186371,2.670288
0.406830,0.011353,1.000244,-0.112549,0.392914,-0.789642,-1.911163
0.406977,0.012573,1.001221,-0.113403,-0.392914,0.392914,0.381470
0.407124,0.013062,1.000732,-0.114746,-0.782013,-0.396729,-2.292633
0.407271,0.010742,0.995728,-0.117920,0.000000,0.392914,2.670288
0.407417,0.011475,1.002319,-0.120361,0.392914,1.575470,-1.529694
0.407565,0.011108,1.001343,-0.118896,1.956940,-3.551483,-2.292633
0.407712,0.014160,0.996582,-0.115723,-1.174927,1.575470,1.144409
0.407859,0.015503,0.996948,-0.115845,0.000000,-0.789642,0.762939
0.408006,0.012085,0.994629,-0.117554,0.782013,0.785828,-3.818512
0.408153,0.017334,0.997437,-0.117432,0.392914,-2.761841,1.144409
0.408300,0.016113,1.001343,-0.120972,-2.349854,2.758026,3.051758
0.408447,0.009399,0.998535,-0.119385,0.392914,-0.396729,-3.437042
0.408594,0.012817,1.000000,-0.117676,1.174927,-1.186371,-0.385284
0.408741,0.012817,1.000977,-0.121582,0.000000,1.575470,0.762939
0.408887,0.014771,1.003662,-0.119385,-0.392914,-2.761841,-3.437042
0.409034,0.012817,1.004272,-0.116211,0.392914,-0.396729,1.907349
0.409181,0.018677,1.003296,-0.115967,-0.782013,0.785828,-0.766754
0.409330,0.017334,1.004150,-0.116699,-0.392914,-0.396729,0.762939
0.409475,0.013794,1.000610,-0.122070,0.392914,1.575470,-0.385284
0.409622,0.016113,1.000122,-0.120239,0.782013,-1.972198,-1.911163
0.409769,0.012085,0.998169,-0.115845,0.392914,2.758026,1.144409
0.409915,0.009766,0.992676,-0.115845,2.738953,-1.186371,-1.148224
0.410063,0.005859,0.992310,-0.115356,-1.564026,-0.396729,-0.766754
0.410209,0.015137,0.997803,-0.120239,-0.782013,-1.579285,0.000000
0.410356,0.019531,0.999878,-0.118652,-0.392914,0.785828,-0.766754
0.410504,0.015137,0.997925,-0.117676,-2.349854,0.000000,0.381470
0.410651,0.013428,0.996338,-0.118774,3.520966,-2.761841,-1.148224
0.410797,0.008789,0.991699,-0.117188,-0.782013,2.758026,-1.148224
0.410944,0.009155,0.995972,-0.118286,-1.174927,-0.789642,0.762939
0.411091,0.019531,0.998535,-0.118164,1.564026,1.182556,-0.766754
0.411238,0.016479,0.996704,-0.116455,1.174927,-3.154755,-1.529694
0.411385,0.014160,0.999390,-0.117188,-2.349854,0.392914,0.762939
0.411532,0.012329,0.998047,-0.120361,0.782013,-0.396729,-0.385284
0.411680,0.011108,0.997681,-0.121826,-0.392914,-0.789642,-0.385284
0.411826,0.013062,0.999634,-0.119385,0.392914,1.182556,-0.766754
0.411973,0.011719,0.998291,-0.115234,-0.392914,0.392914,0.000000
0.412120,0.016235,0.999634,-0.115356,2.349854,1.182556,-2.292633
0.412267,0.014893,1.000122,-0.116699,1.174927,-1.579285,0.381470
0.412414,0.015259,0.997070,-0.118896,-3.131866,0.785828,1.144409
0.412560,0.016479,0.994995,-0.118530,2.738953,-1.579285,-1.911163
0.412708,0.009888,0.998047,-0.117310,-0.782013,-0.789642,0.381470
0.412855,0.010864,1.004028,-0.120728,-1.564026,0.000000,-0.385284
0.413001,0.013794,1.001587,-0.122314,1.174927,0.785828,-0.766754
0.413148,0.018066,0.999634,-0.121216,0.392914,0.392914,-1.148224
0.413295,0.017944,0.996948,-0.120728,0.392914,-1.972198,0.000000
0.413442,0.009521,0.992554,-0.121948,1.564026,2.365112,-0.385284
0.413589,0.007446,0.998413,-0.118896,-3.520966,-1.579285,0.762939
0.413736,0.010864,1.000244,-0.119385,3.131866,-2.368927,-0.766754
0.413883,0.016235,0.995605,-0.120850,-2.738953,2.758026,0.762939
0.414030,0.021973,0.995605,-0.122314,1.564026,-3.154755,-2.674103
0.414177,0.017944,1.002686,-0.124512,-0.392914,2.758026,1.144409
0.414324,0.013184,1.001099,-0.120605,1.174927,-1.186371,-3.055573
0.414471,0.010010,0.994873,-0.118530,-2.349854,0.785828,3.433228
0.414618,0.013916,1.001343,-0.118408,2.349854,-1.186371,-2.674103
0.414765,0.016357,1.002808,-0.118042,-1.564026,-0.789642,-0.766754
0.414912,0.012085,1.003662,-0.120361,1.956940,0.000000,0.762939
0.415059,0.013794,0.999023,-0.121460,-3.131866,0.785828,1.144409
0.415206,0.015991,0.998047,-0.120605,1.564026,-1.579285,-1.148224
0.415352,0.010010,0.998047,-0.119263,0.000000,0.392914,-1.529694
0.415499,0.004395,0.996582,-0.114258,0.392914,0.785828,-0.385284
0.415646,0.011230,0.999023,-0.118286,0.392914,0.392914,-0.766754
0.415794,0.017456,1.000000,-0.124146,-1.564026,-0.396729,0.000000
0.415941,0.007568,0.995361,-0.122192,1.956940,-1.972198,-1.529694
0.416087,0.011963,0.992554,-0.119263,-0.782013,-0.789642,-0.385284
0.416234,0.014038,0.998779,-0.116699,-1.564026,1.182556,2.288818
0.416381,0.013794,0.998291,-0.118530,0.000000,-0.789642,-1.911163
0.416528,0.015015,0.997559,-0.116577,0.782013,0.392914,-1.148224
0.416675,0.015869,0.994019,-0.115723,1.174927,0.785828,-1.911163
0.416822,0.018677,0.993530,-0.119385,-1.564026,-1.579285,1.525879
0.416970,0.014526,0.992310,-0.115845,1.564026,1.575470,-1.148224
0.417116,0.019287,0.994629,-0.114014,0.392914,-1.972198,-0.385284
0.417263,0.009888,0.997803,-0.114502,-2.349854,0.392914,0.762939
0.417410,0.010864,0.992798,-0.113525,1.956940,-1.972198,-2.674103
0.417557,0.021606,0.994751,-0.114990,-2.738953,1.968384,2.288818
0.417704,0.016602,0.996216,-0.118164,2.349854,-0.396729,-1.148224
0.417851,0.008423,0.994141,-0.121704,-0.392914,-0.789642,-1.148224
0.417998,0.010742,0.993774,-0.122192,0.782013,0.392914,-1.529694
0.418144,0.014893,0.995728,-0.121338,-0.392914,-0.396729,0.762939
0.418292,0.013306,0.996216,-0.115356,-0.392914,-1.579285,-1.148224
0.418439,0.017700,0.993530,-0.118164,-0.782013,-1.186371,0.381470
0.418586,0.015991,1.000488,-0.119263,0.000000,0.785828,-0.766754
0.418732,0.008301,1.001709,-0.120239,0.392914,1.182556,1.525879
0.418879,0.011230,0.993408,-0.121582,0.392914,-0.789642,-3.055573
0.419027,0.008667,0.989868,-0.117676,-0.782013,0.785828,1.144409
0.419173,0.012695,0.988647,-0.113892,1.564026,-0.789642,-2.292633
0.419320,0.014038,0.995239,-0.117065,-0.782013,-1.186371,1.907349
0.419467,0.014160,1.000244,-0.119751,0.782013,-0.396729,-2.674103
0.419614,0.019043,1.000122,-0.117065,-0.782013,0.785828,1.144409
0.419761,0.019653,0.999878,-0.117676,0.000000,-1.579285,-1.529694
0.419908,0.012695,1.001831,-0.117310,0.392914,1.968384,1.144409
0.420056,0.008179,0.998779,-0.116821,0.392914,1.182556,-1.911163
0.420202,0.014404,1.000244,-0.113525,-0.392914,-3.944397,-0.385284
0.420349,0.016357,0.997314,-0.117188,0.392914,1.968384,-0.385284
0.420496,0.015625,0.998657,-0.118286,-1.174927,0.785828,1.525879
0.420643,0.019165,1.001587,-0.116333,1.956940,-1.579285,-0.766754
0.420790,0.020996,0.994873,-0.120117,-1.564026,-1.972198,-1.529694
0.420937,0.016968,0.998779,-0.121216,-0.782013,2.758026,-0.385284
0.421083,0.009644,0.998657,-0.116821,2.349854,-0.396729,0.381470
0.421231,0.005981,0.999512,-0.116455,0.392914,-0.396729,-1.148224
0.421377,0.012207,0.998779,-0.117188,-2.349854,1.182556,-0.385284
0.421524,0.015259,0.992798,-0.117920,1.564026,-1.186371,-0.385284
0.421671,0.014282,0.996948,-0.119385,-0.782013,-1.186371,0.000000
0.421818,0.016602,0.998047,-0.118652,0.392914,-0.396729,-1.911163
0.421965,0.017578,0.997314,-0.118286,-1.174927,0.785828,2.288818
0.422112,0.016846,1.000122,-0.118530,1.564026,-1.186371,-3.437042
0.422259,0.012573,0.994873,-0.116943,0.000000,1.575470,1.907349
0.422406,0.013794,0.997803,-0.119141,-0.392914,-0.789642,-2.674103
0.422553,0.017822,1.001343,-0.122314,-0.392914,-0.396729,1.144409
0.422700,0.014893,0.997559,-0.120483,0.392914,0.785828,-0.385284
0.422847,0.014893,1.000366,-0.118652,0.000000,-1.972198,-0.766754
0.422994,0.014160,1.000122,-0.113037,0.392914,0.000000,-1.529694
0.423141,0.007690,0.992432,-0.114258,-1.956940,0.785828,1.525879
0.423288,0.013184,0.992798,-0.118164,0.392914,0.000000,0.381470
0.423435,0.025146,0.998901,-0.119873,1.174927,-0.789642,-3.055573
0.423582,0.020996,0.997192,-0.121704,-0.392914,0.785828,-0.385284
0.423723,0.011475,1.001587,-0.118408,1.564026,-1.186371,0.762939
0.423875,0.010498,1.000977,-0.119629,-1.564026,0.785828,-1.148224
0.424022,0.015381,0.994995,-0.124268,1.564026,-2.368927,-0.385284
0.424169,0.020630,0.996338,-0.121460,-2.349854,3.150940,2.288818
0.424317,0.019287,0.990234,-0.118530,1.956940,-3.551483,-3.818512
0.424461,0.017090,0.993774,-0.118408,-0.782013,3.547668,0.000000
0.424605,0.016357,0.997070,-0.118408,1.564026,-3.154755,-1.148224
0.424757,0.013550,0.994873,-0.118774,-1.564026,1.968384,1.144409
0.424904,0.014404,1.001221,-0.117554,0.000000,-0.789642,0.000000
0.425051,0.014648,1.004272,-0.118164,1.564026,-1.186371,-2.292633
0.425198,0.012085,1.002930,-0.121338,-1.564026,0.000000,2.288818
0.425346,0.012573,0.999390,-0.125854,1.174927,-0.396729,-3.055573
0.425492,0.008057,1.003540,-0.124878,-0.782013,0.785828,1.907349
0.425639,0.005981,1.005371,-0.121582,-1.174927,-0.396729,-1.529694
0.425786,0.012207,1.000366,-0.118896,1.956940,-0.789642,-0.385284
0.425933,0.010620,0.997070,-0.117188,-0.392914,1.575470,0.381470
0.426080,0.012939,0.996704,-0.114380,0.392914,-1.186371,-2.674103
0.426227,0.011475,0.997559,-0.118164,-1.564026,0.000000,2.670288
0.426375,0.011108,0.996460,-0.122437,2.349854,-1.579285,-1.911163
0.426521,0.013428,1.001953,-0.123657,-1.174927,0.392914,-1.148224
0.426667,0.014404,1.000366,-0.121704,0.000000,-1.186371,0.762939
0.426815,0.018188,0.994507,-0.120850,0.392914,3.150940,-1.148224
0.426961,0.014648,1.000366,-0.118042,-0.782013,-1.579285,-1.148224
0.427108,0.013184,1.000000,-0.110107,0.782013,-0.396729,0.381470
0.427255,0.015991,0.995728,-0.112793,0.000000,0.000000,1.144409
0.427402,0.013916,0.988892,-0.116333,-0.782013,-0.396729,-1.911163
0.427549,0.011108,0.991943,-0.115479,1.174927,-1.186371,-1.529694
0.427700,0.012695,1.000366,-0.118774,-0.392914,-0.396729,0.000000
0.427844,0.015503,0.997559,-0.122437,-1.174927,1.968384,-1.148224
0.427990,0.018799,0.996826,-0.120850,1.564026,-2.368927,-0.766754
0.428137,0.021118,1.000732,-0.121948,-0.392914,2.758026,1.144409
0.428284,0.022949,0.998169,-0.125000,0.392914,-1.579285,-0.766754
0.428432,0.017578,0.989502,-0.125000,-0.392914,-0.396729,-1.148224
0.428578,0.015869,0.999878,-0.118652,-0.782013,-1.186371,1.144409
0.428725,0.022949,1.005493,-0.110962,2.349854,0.000000,-1.911163
0.428872,0.015015,0.995239,-0.114868,-1.564026,-0.789642,-0.766754
0.429019,0.011353,0.999390,-0.117554,1.564026,0.785828,1.525879
0.429166,0.017578,0.996582,-0.116699,-1.564026,0.392914,-2.674103
0.429313,0.017456,0.996948,-0.119995,0.392914,0.000000,1.144409
0.429459,0.016846,1.007080,-0.122681,1.174927,0.000000,-2.292633
0.429607,0.018921,1.001221,-0.121826,-0.392914,-1.186371,1.907349
0.429754,0.017578,0.994141,-0.118652,1.564026,-1.186371,-0.766754
0.429900,0.010864,0.997437,-0.118408,-1.956940,0.392914,-1.529694
0.430048,0.013550,0.998657,-0.120972,1.174927,-0.789642,-0.766754
0.430194,0.012573,0.996338,-0.117554,-1.956940,1.182556,0.762939
0.430341,0.017334,0.997437,-0.114258,0.000000,0.392914,-0.766754
0.430488,0.014771,1.002808,-0.117188,0.392914,0.392914,-0.385284
0.430635,0.011475,1.000366,-0.122437,1.174927,-1.972198,0.762939
0.430782,0.016479,0.990234,-0.120117,-0.782013,-1.186371,-1.911163
0.430929,0.016235,0.992798,-0.119141,0.392914,1.575470,-0.385284
0.431076,0.011475,0.993286,-0.118896,0.000000,-2.368927,0.000000
0.431223,0.008667,0.996582,-0.116089,0.000000,1.182556,0.000000
0.431370,0.016235,0.997925,-0.114502,-0.782013,-0.396729,-1.911163
0.431517,0.013428,0.996948,-0.114868,1.956940,1.575470,0.381470
0.431664,0.013428,0.999268,-0.117554,-2.738953,-1.186371,0.762939
0.431811,0.017334,0.996338,-0.115967,2.349854,-1.579285,-1.529694
0.431958,0.010132,0.998169,-0.118896,-1.564026,1.968384,-0.766754
0.432105,0.008545,1.001099,-0.117432,0.782013,-2.761841,0.762939
0.432252,0.012451,0.999390,-0.116089,0.392914,0.785828,-1.911163
0.432399,0.012695,0.998779,-0.119507,0.392914,-0.396729,1.907349
0.432545,0.012695,1.004028,-0.120728,-1.564026,0.392914,-1.148224
0.432693,0.017334,0.999878,-0.120239,1.174927,1.575470,-1.529694
0.432840,0.016113,0.990845,-0.120483,-1.564026,-2.761841,-0.766754
0.432986,0.012207,0.996460,-0.116089,0.782013,2.758026,1.525879
0.433133,0.016479,1.002563,-0.113525,0.000000,-1.186371,-1.911163
0.433280,0.012939,0.997681,-0.120728,-0.392914,-1.579285,1.144409
0.433427,0.019653,0.997925,-0.121582,1.956940,-2.368927,-2.674103
0.433574,0.020752,0.996338,-0.119141,-1.174927,3.150940,0.000000
0.433721,0.013672,0.997070,-0.119995,-1.564026,-0.789642,0.762939
0.433868,0.013062,0.999512,-0.118042,0.782013,1.182556,-1.148224
0.434015,0.010742,0.997314,-0.119629,2.738953,-3.551483,-0.385284
0.434162,0.011841,0.993042,-0.120728,-3.131866,3.547668,-0.385284
0.434309,0.010254,0.998169,-0.120605,0.782013,-3.551483,-1.529694
0.434456,0.011963,1.002441,-0.118896,0.782013,0.785828,1.525879
0.434603,0.013306,0.997314,-0.117554,-0.392914,-0.396729,-1.529694
0.434751,0.006348,0.998413,-0.114258,-1.174927,0.785828,0.762939
0.434897,0.010620,0.995361,-0.114380,0.392914,-2.368927,-3.055573
0.435043,0.008179,0.989746,-0.115967,-0.782013,2.365112,2.670288
0.435191,0.006958,0.996216,-0.116333,0.782013,-1.579285,-3.055573
0.435337,0.011719,1.001587,-0.114746,0.000000,-0.789642,1.144409
0.435484,0.017334,1.000244,-0.113770,0.000000,1.182556,-0.385284
0.435632,0.011597,1.003784,-0.117065,0.782013,0.000000,0.381470
0.435779,0.020020,1.002808,-0.117554,-2.738953,-2.368927,-1.911163
0.435925,0.025879,1.003662,-0.118042,1.956940,2.758026,0.381470
0.436072,0.014404,1.005737,-0.116089,-1.564026,-2.761841,0.381470
0.436219,0.014160,1.000488,-0.115967,0.782013,0.392914,-1.911163
0.436366,0.013062,0.996582,-0.114990,0.782013,1.575470,1.144409
0.436513,0.015381,1.000122,-0.112915,-0.782013,0.000000,-1.911163
0.436660,0.012817,1.000854,-0.118164,0.782013,-1.579285,0.000000
0.436807,0.015137,1.003418,-0.123779,0.392914,-0.396729,0.000000
0.436954,0.012207,1.000488,-0.120483,-0.392914,-0.789642,-0.766754
0.437101,0.009766,0.992310,-0.120728,-0.782013,0.392914,0.381470
0.437248,0.011230,0.995728,-0.122314,0.392914,-0.396729,-2.292633
0.437395,0.014771,0.996460,-0.115234,-1.564026,1.575470,2.670288
0.437542,0.015991,0.999756,-0.118896,2.738953,-2.368927,-2.674103
0.437689,0.009766,1.001099,-0.123413,-1.174927,1.575470,0.762939
0.437836,0.006958,0.993774,-0.118164,1.174927,-1.579285,-1.148224
0.437983,0.007080,0.996216,-0.119385,-0.782013,1.575470,0.000000
0.438129,0.011963,0.998169,-0.119141,-0.782013,-2.761841,-1.529694
0.438276,0.012207,0.992920,-0.117065,0.392914,0.000000,1.144409
0.438423,0.011108,0.996826,-0.119751,0.392914,1.182556,-0.766754
0.438570,0.006348,0.997437,-0.120972,-2.349854,1.182556,0.762939
0.438717,0.007446,0.995117,-0.119751,2.738953,-1.972198,-2.674103
0.438864,0.013550,0.999023,-0.116089,-0.782013,0.785828,0.762939
0.439011,0.011841,0.997803,-0.118530,0.392914,-0.789642,-0.766754
0.439158,0.013062,1.001343,-0.118042,-1.564026,-0.396729,0.381470
0.439305,0.012817,0.999268,-0.114746,1.174927,0.785828,-0.385284
0.439452,0.015503,1.000977,-0.119385,-0.392914,-0.396729,-1.911163
0.439599,0.014526,1.004150,-0.116821,0.000000,-0.396729,1.907349
0.439746,0.026733,1.003418,-0.112061,0.000000,-0.789642,-3.818512
0.439893,0.023193,1.002319,-0.111084,0.000000,1.968384,2.670288
0.440041,0.011841,0.996460,-0.118896,1.174927,-1.186371,-1.148224
0.440187,0.007935,0.997437,-0.119873,-0.392914,-0.789642,-0.766754
0.440334,0.007812,0.996216,-0.120972,-1.174927,-0.396729,0.000000
0.440481,0.012085,0.995605,-0.121460,-0.392914,0.392914,-0.385284
0.440628,0.010376,0.994507,-0.118042,0.000000,0.785828,0.000000
0.440774,0.009155,0.994019,-0.117920,0.782013,-2.368927,-1.529694
0.440921,0.011475,0.993774,-0.114014,-1.174927,2.365112,0.762939
0.441069,0.012817,0.997070,-0.116577,1.564026,-2.368927,-1.911163
0.441216,0.007202,1.001587,-0.118530,-1.174927,2.365112,0.762939
0.441362,0.014893,0.991699,-0.121216,0.000000,-1.972198,-0.766754
0.441509,0.019775,0.993530,-0.121704,0.782013,-1.186371,-1.529694
0.441656,0.014771,0.993286,-0.118652,-1.956940,3.150940,1.525879
0.441803,0.016113,0.988159,-0.115234,1.564026,-2.368927,-1.148224
0.441950,0.017822,0.994385,-0.115723,-0.392914,0.392914,0.381470
0.442097,0.015259,0.995239,-0.118286,-0.392914,-0.396729,-1.148224
0.442244,0.007935,0.998535,-0.117432,0.782013,1.575470,-0.385284
0.442391,0.013184,1.001221,-0.116455,-0.392914,-2.368927,-0.766754
0.442538,0.015991,0.996826,-0.114746,1.956940,-1.186371,-1.148224
0.442685,0.011475,0.997559,-0.120117,-2.349854,2.365112,1.144409
0.442832,0.014648,0.996460,-0.119385,0.000000,-2.761841,0.381470
0.442979,0.013062,0.997681,-0.115845,1.564026,1.968384,-1.911163
0.443126,0.014282,0.999268,-0.118896,0.000000,0.000000,0.381470
0.443273,0.013672,0.999268,-0.112915,0.000000,-1.579285,-1.911163
0.443420,0.010742,1.002808,-0.114258,-1.564026,-0.396729,1.144409
0.443567,0.008911,1.005737,-0.113159,1.564026,1.182556,-0.385284
0.443713,0.010864,0.999756,-0.116577,0.782013,-1.579285,-1.911163
0.443860,0.007812,0.998047,-0.120972,-1.174927,1.182556,2.288818
0.444007,0.009644,0.995972,-0.119019,0.782013,-1.579285,-3.055573
0.444154,0.012207,0.999390,-0.121094,-1.174927,1.182556,0.762939
0.444301,0.014893,0.996338,-0.120117,-1.174927,0.785828,0.381470
0.444448,0.021484,0.994629,-0.119141,3.131866,-1.972198,-1.148224
0.444595,0.017456,1.004150,-0.117798,-1.174927,0.000000,-1.911163
0.444742,0.015137,0.996826,-0.118042,0.782013,0.392914,0.762939
